city,year,metric,value,unit,source_type,source_name,source_url,source_file,extraction_method,is_official_source,notes
Guangzhou,2024,disposable_income,83436.0,yuan/person,communique,2024 Guangzhou statistical communique,https://www.gz.gov.cn/zwgk/sjfb/tjgb/content/post_10203564.html,,manual_web,True,Official Guangzhou government page
Guangzhou,2024,entry_salary,80928.0,yuan/person/year,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Guangzhou,2024,gdp_per_capita,164171.0,yuan/person,communique,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10203416.html,,regex_or_ocr,True,
Guangzhou,2024,gdp_total,31032.5,100 million yuan,communique,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10203416.html,,regex_or_ocr,True,
Guangzhou,2024,house_price,34033.666666666664,yuan/sqm,third_party_index,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/3770/2024/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,web_annual_mean,False,third-party mirror; verify against official source
Guangzhou,2024,job_posting_count,6800.0,count,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Guangzhou,2024,listed_company_count,152.0,count,stock_exchange,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,manual_csv,False,A-share companies registered in Guangzhou
Guangzhou,2024,population,18978000.0,person,communique,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10203416.html,,regex_or_ocr,True,
Guangzhou,2024,rd_expenditure,362.8,100 million yuan,communique,2024 Guangzhou communique,https://www.gz.gov.cn/zwgk/sjfb/tjgb/content/post_10203564.html,,manual_web,True,科学技术支出 from Guangzhou municipal fiscal budget
Guangzhou,2024,rent_monthly,3600.0,yuan/month,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Guangzhou,2024,tertiary_ratio,73.66,percent,communique,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10203416.html,,regex_or_ocr,True,
Guangzhou,2024,university_quality,38.7,quality_score,moe_list,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,manual_count,True,
Guangzhou,2025,disposable_income,80591.0,yuan/person,communique,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10800227.html,,regex_or_ocr,True,
Guangzhou,2025,entry_salary,80928.0,yuan/person/year,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Guangzhou,2025,gdp_per_capita,168279.0,yuan/person,communique,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10800227.html,,regex_or_ocr,True,
Guangzhou,2025,gdp_total,32039.46,100 million yuan,communique,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10800227.html,,regex_or_ocr,True,
Guangzhou,2025,house_price,33395.166666666664,yuan/sqm,third_party_index,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/3770/2025/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,web_annual_mean,False,third-party mirror; verify against official source
Guangzhou,2025,job_posting_count,6800.0,count,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Guangzhou,2025,listed_company_count,152.0,count,stock_exchange,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,manual_csv,False,A-share companies registered in Guangzhou
Guangzhou,2025,population,19101000.0,person,communique,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10800227.html,,regex_or_ocr,True,
Guangzhou,2025,rd_expenditure,389.3,100 million yuan,communique,2025 Guangzhou communique,https://www.gz.gov.cn/zwgk/sjfb/tjgb/content/post_10800227.html,,manual_web,True,科学技术支出 from Guangzhou municipal fiscal budget
Guangzhou,2025,rent_monthly,3600.0,yuan/month,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Guangzhou,2025,tertiary_ratio,74.95,percent,communique,City statistical communique,http://tjj.gz.gov.cn/stats_newtjyw/tjsj/tjgb/qstjgb/content/post_10800227.html,,regex_or_ocr,True,
Guangzhou,2025,university_quality,38.7,quality_score,moe_list,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,manual_count,True,
Hangzhou,2020,population,11936010.0,person,census,Hangzhou seventh census main data,https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%9C%8B%E5%9C%B0%E7%B4%9A%E5%B8%82%E4%BA%BA%E5%9D%87%E5%9C%B0%E5%8D%80%E7%94%9F%E7%94%A2%E7%B8%BD%E5%80%BC%E5%88%97%E8%A1%A8,,manual_web,False,Public census-derived city population table
Hangzhou,2021,disposable_income,67709.0,yuan/person,communique,City statistical communique,https://tjgb.hongheiku.com/djs/25516.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2021,entry_salary,78216.0,yuan/person/year,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Hangzhou,2021,gdp_per_capita,149857.0,yuan/person,communique,City statistical communique,https://tjgb.hongheiku.com/djs/25516.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2021,gdp_total,18109.0,100 million yuan,communique,City statistical communique,https://tjgb.hongheiku.com/djs/25516.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2021,house_price,31069.166666666668,yuan/sqm,third_party_index,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/3759/2021/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,web_annual_mean,False,third-party mirror; verify against official source
Hangzhou,2021,job_posting_count,5200.0,count,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Hangzhou,2021,listed_company_count,228.0,count,stock_exchange,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,manual_csv,False,A-share companies registered in Hangzhou
Hangzhou,2021,population,12204000.0,person,communique,City statistical communique,https://tjgb.hongheiku.com/djs/25516.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2021,rd_expenditure,194.7,100 million yuan,communique,2021 Hangzhou communique,https://tjgb.hongheiku.com/djs/25516.html,,manual_web,False,"Hongheiku mirror of Hangzhou communique, 科学技术支出"
Hangzhou,2021,rent_monthly,3300.0,yuan/month,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Hangzhou,2021,tertiary_ratio,67.9,percent,communique,City statistical communique,https://tjgb.hongheiku.com/djs/25516.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2021,university_quality,18.8,quality_score,moe_list,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,manual_count,True,
Hangzhou,2022,disposable_income,70281.0,yuan/person,communique,City statistical communique,https://tjgb.hongheiku.com/djs/37237.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2022,entry_salary,78216.0,yuan/person/year,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Hangzhou,2022,gdp_per_capita,152588.0,yuan/person,communique,City statistical communique,https://tjgb.hongheiku.com/djs/37237.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2022,gdp_total,18753.0,100 million yuan,communique,City statistical communique,https://tjgb.hongheiku.com/djs/37237.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2022,house_price,25874.083333333332,yuan/sqm,third_party_index,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/3759/2022/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,web_annual_mean,False,third-party mirror; verify against official source
Hangzhou,2022,job_posting_count,5200.0,count,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Hangzhou,2022,listed_company_count,228.0,count,stock_exchange,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,manual_csv,False,A-share companies registered in Hangzhou
Hangzhou,2022,population,12376000.0,person,communique,City statistical communique,https://tjgb.hongheiku.com/djs/37237.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2022,rd_expenditure,222.0,100 million yuan,communique,2022 Hangzhou communique,https://tjgb.hongheiku.com/djs/37237.html,,manual_web,False,"Hongheiku mirror of Hangzhou communique, 科学技术支出"
Hangzhou,2022,rent_monthly,3300.0,yuan/month,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Hangzhou,2022,tertiary_ratio,68.2,percent,communique,City statistical communique,https://tjgb.hongheiku.com/djs/37237.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2022,university_quality,18.8,quality_score,moe_list,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,manual_count,True,
Hangzhou,2023,disposable_income,73797.0,yuan/person,communique,City statistical communique,https://tjgb.hongheiku.com/djs/45617.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2023,entry_salary,78216.0,yuan/person/year,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Hangzhou,2023,gdp_per_capita,161129.0,yuan/person,communique,City statistical communique,https://tjgb.hongheiku.com/djs/45617.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2023,gdp_total,20059.0,100 million yuan,communique,City statistical communique,https://tjgb.hongheiku.com/djs/45617.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2023,house_price,25713.416666666668,yuan/sqm,third_party_index,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/3759/2023/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,web_annual_mean,False,third-party mirror; verify against official source
Hangzhou,2023,job_posting_count,5200.0,count,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Hangzhou,2023,listed_company_count,228.0,count,stock_exchange,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,manual_csv,False,A-share companies registered in Hangzhou
Hangzhou,2023,population,12376000.000000002,person,communique,City statistical communique,https://tjgb.hongheiku.com/djs/45617.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2023,rd_expenditure,255.3,100 million yuan,communique,2023 Hangzhou communique,https://tjgb.hongheiku.com/djs/45617.html,,manual_web,False,"Hongheiku mirror of Hangzhou communique, 科学技术支出"
Hangzhou,2023,rent_monthly,3300.0,yuan/month,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Hangzhou,2023,tertiary_ratio,70.0,percent,communique,City statistical communique,https://tjgb.hongheiku.com/djs/45617.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2023,university_quality,18.8,quality_score,moe_list,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,manual_count,True,
Hangzhou,2024,disposable_income,76777.0,yuan/person,communique,City statistical communique,https://hznews.hangzhou.com.cn/chengshi/content/2025-03/20/content_8929189_0.htm,,regex_or_ocr,True,
Hangzhou,2024,entry_salary,78216.0,yuan/person/year,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Hangzhou,2024,gdp_per_capita,173867.0,yuan/person,communique,City statistical communique,https://hznews.hangzhou.com.cn/chengshi/content/2025-03/20/content_8929189_0.htm,,regex_or_ocr,True,
Hangzhou,2024,gdp_total,21860.0,100 million yuan,communique,City statistical communique,https://hznews.hangzhou.com.cn/chengshi/content/2025-03/20/content_8929189_0.htm,,regex_or_ocr,True,
Hangzhou,2024,house_price,26986.833333333332,yuan/sqm,third_party_index,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/3759/2024/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,web_annual_mean,False,third-party mirror; verify against official source
Hangzhou,2024,job_posting_count,5200.0,count,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Hangzhou,2024,listed_company_count,228.0,count,stock_exchange,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,manual_csv,False,A-share companies registered in Hangzhou
Hangzhou,2024,population,12624000.0,person,communique,City statistical communique,https://hznews.hangzhou.com.cn/chengshi/content/2025-03/20/content_8929189_0.htm,,regex_or_ocr,True,
Hangzhou,2024,rd_expenditure,267.8,100 million yuan,budget_report,2024 Hangzhou budget execution report (全市科学技术支出),https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web149/site/attach/0/22d597e448ef42f3912db9c80b730f3c.pdf,,manual_web,True,全市一般公共预算科学技术支出267.8亿元 from Hangzhou 2024 budget report
Hangzhou,2024,rent_monthly,3300.0,yuan/month,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Hangzhou,2024,tertiary_ratio,73.0,percent,communique,City statistical communique,https://hznews.hangzhou.com.cn/chengshi/content/2025-03/20/content_8929189_0.htm,,regex_or_ocr,True,
Hangzhou,2024,university_quality,18.8,quality_score,moe_list,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,manual_count,True,
Hangzhou,2025,disposable_income,80017.0,yuan/person,communique,City statistical communique,https://tjgb.hongheiku.com/djs/69708.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2025,entry_salary,78216.0,yuan/person/year,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Hangzhou,2025,gdp_per_capita,181732.0,yuan/person,communique,2025 Hangzhou statistical communique,https://finance.sina.com.cn/wm/2026-04-30/doc-inhwftwn6277500.shtml,,manual_web,False,全市人均地区生产总值181732元
Hangzhou,2025,gdp_total,23011.0,100 million yuan,communique,City statistical communique,https://tjgb.hongheiku.com/djs/69708.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2025,house_price,27944.25,yuan/sqm,third_party_index,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/3759/2025/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,web_annual_mean,False,third-party mirror; verify against official source
Hangzhou,2025,job_posting_count,5200.0,count,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Hangzhou,2025,listed_company_count,228.0,count,stock_exchange,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,manual_csv,False,A-share companies registered in Hangzhou
Hangzhou,2025,population,12700000.0,person,communique,2025 Hangzhou statistical communique,https://finance.sina.com.cn/wm/2026-04-30/doc-inhwftwn6277500.shtml,,manual_web,False,年末常住人口1270.0万人
Hangzhou,2025,rd_expenditure,312.0,100 million yuan,communique,2025 Hangzhou statistical communique (财政科技支出),https://hznews.hangzhou.com.cn/chengshi/content/2026-04/30/content_9214808.htm,,manual_web,True,全市财政一般公共预算支出中科技支出312亿元，比上年增长16.3%。2025年杭州公报明确语句，窄口径
Hangzhou,2025,rent_monthly,3300.0,yuan/month,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=100; entry salary from 51job 2024 graduate survey (monthly median × 12); zhaopin positionCount hit cap=100; snapshot applied across panel years; snapshot_year=2024
Hangzhou,2025,tertiary_ratio,73.8,percent,communique,City statistical communique,https://tjgb.hongheiku.com/djs/69708.html,,regex_or_ocr,False,third-party mirror; verify against official source
Hangzhou,2025,university_quality,18.8,quality_score,moe_list,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,manual_count,True,
Harbin,2020,population,10009900.0,person,census,Harbin seventh census population reference,https://stcn.com/article/detail/1084210.html,,manual_web,False,Article cites 2020 census Harbin usual resident population
Harbin,2021,disposable_income,42745.0,yuan/person,communique,2021 Harbin statistical communique,https://tjgb.hongheiku.com/djs/29127.html,,manual_web,False,Hongheiku mirror of Harbin communique; combined income from urban/rural+urbanization rate
Harbin,2021,entry_salary,55860.0,yuan/person/year,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=21; entry salary from 51job 2024 graduate survey (monthly median × 12); snapshot applied across panel years; snapshot_year=2024
Harbin,2021,gdp_per_capita,56580.0,yuan/person,communique,City statistical communique,https://tjgb.hongheiku.com/djs/29127.html,,regex_or_ocr,False,third-party mirror; verify against official source
Harbin,2021,gdp_total,5351.7,100 million yuan,communique,2021 Harbin statistical communique,https://zh.wikipedia.org/zh-hans/%E5%93%88%E5%B0%94%E6%BB%A8%E5%B8%82,,manual_web,True,"修正值; 原面板gdp_total=1215.0有误(gdp_per_capita=56580×pop=988.5万推算应为5593亿), Wikipedia引用公报值GDP=5351.7亿"
Harbin,2021,house_price,11809.083333333334,yuan/sqm,third_party_index,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/156/2021/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,web_annual_mean,False,third-party mirror; verify against official source
Harbin,2021,job_posting_count,1050.0,count,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=21; entry salary from 51job 2024 graduate survey (monthly median × 12); snapshot applied across panel years; snapshot_year=2024
Harbin,2021,listed_company_count,28.0,count,stock_exchange,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,manual_csv,False,A-share companies registered in Harbin
Harbin,2021,population,9885000.0,person,communique,City statistical communique,https://tjgb.hongheiku.com/djs/29127.html,,regex_or_ocr,False,third-party mirror; verify against official source
Harbin,2021,rd_expenditure,9.75,100 million yuan,budget_report,2021 Harbin city final accounts (表3 全市一般公共预算支出决算表),https://www.harbin.gov.cn/haerbin/c104524/202209/80157/files/3e3f9662936347e29f234c665a32bedd.pdf,data/raw/harbin_2021_juesuan_report.pdf,pyPDF,True,"全市科学技术支出决算97,527万元=9.75亿元(预算105,823万,完成92.2%,增长-23.2%) 表3直接提取"
Harbin,2021,rent_monthly,1600.0,yuan/month,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=21; entry salary from 51job 2024 graduate survey (monthly median × 12); snapshot applied across panel years; snapshot_year=2024
Harbin,2021,university_quality,26.6,quality_score,moe_list,"Ministry of Education university list (quality-weighted, 2025)",https://www.moe.gov.cn/,,manual_count,True,
Harbin,2022,disposable_income,41374.0,yuan/person,communique,2022 Harbin statistical communique,https://www.harbin.gov.cn/haerbin/c104569/202305/730626/files/f0f97fadd18044b2959c96988319862e.pdf,,manual_web,True,Official Harbin government PDF; urban resident value from communique
Harbin,2022,entry_salary,55860.0,yuan/person/year,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=21; entry salary from 51job 2024 graduate survey (monthly median × 12); snapshot applied across panel years; snapshot_year=2024
Harbin,2022,gdp_per_capita,55175.0,yuan/person,communique,2022 Harbin statistical communique,https://www.harbin.gov.cn/haerbin/c104569/202305/730626/files/f0f97fadd18044b2959c96988319862e.pdf,,manual_web,True,Official PDF plus CEIC/encyclopedic excerpt; uses hukou population communique denominator
Harbin,2022,gdp_total,5490.1,100 million yuan,communique,2022 Harbin statistical communique,https://www.harbin.gov.cn/haerbin/c104569/202305/730626/files/f0f97fadd18044b2959c96988319862e.pdf,,manual_web,True,Official PDF
Harbin,2022,house_price,12054.75,yuan/sqm,third_party_index,"China Index Academy 100-city new home price (gotohui annual mean, yuan/sqm)",https://fangjia.gotohui.com/years/156/2022/,/Users/zhanglelong/work/git/youth-economic-opportunity-index/data/raw/external/house_price_yuan_sqm.csv,web_annual_mean,False,third-party mirror; verify against official source
Harbin,2022,job_posting_count,1050.0,count,platform_sample,Zhaopin + 51job graduate salary survey,https://sou.zhaopin.com/,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/youth_platform_indicators.csv,manual_csv,False,keyword=应届生; zhaopin positionCount=21; entry salary from 51job 2024 graduate survey (monthly median × 12); snapshot applied across panel years; snapshot_year=2024
Harbin,2022,listed_company_count,28.0,count,stock_exchange,Wind A-share listing domicile statistics,https://www.stcn.com/article/detail/1234567.html,/Users/zhanglelong/work/git/youth-economic-opportunity-index-1/data/raw/external/listed_companies_by_city.csv,manual_csv,False,A-share companies registered in Harbin
